fold,valid_cutoff,epoch,lr,train_loss,train_main_mse,train_rmsle_proxy,rmsle,direct_rmsle,hurdle_rmsle,gate_bce,gate_auc,true_nonzero_rate,pred_nonzero_rate,positive_rmse,hurdle_weight,user_scale
1,2025-11-15,21,5.709932729367745e-05,3.316200378058683,3.0135682656038045,1.7359632097495052,1.730644702911377,1.734433650970459,1.7325994968414307,0.4778507649898529,0.8514522653455296,0.5694354176521301,0.581209659576416,1.1158952713012695,0.5596413016319275,0.0
1,2025-11-15,22,4.977824542770281e-05,3.315076943134314,3.012691201062221,1.7357105752579318,1.731439471244812,1.7355154752731323,1.7330412864685059,0.4773435890674591,0.8514925257349876,0.5694354176521301,0.5723463892936707,1.1170921325683594,0.55919349193573,0.0
1,2025-11-15,23,4.3116965707034554e-05,3.3138528789875874,3.0116630183751685,1.7354143650365375,1.7313817739486694,1.736369252204895,1.732261061668396,0.4770873785018921,0.8514808558938814,0.5694354176521301,0.5744202733039856,1.1183325052261353,0.5587801933288574,0.0
1,2025-11-15,24,3.718847050625475e-05,3.3138686370021486,3.011777445890279,1.7354473330787883,1.7311807870864868,1.7354036569595337,1.7328362464904785,0.4775727391242981,0.851453300696956,0.5694354176521301,0.5751398801803589,1.1169140338897705,0.5584802031517029,0.0
1,2025-11-15,25,3.2057713659400525e-05,3.3132842452913014,3.0113325951889336,1.7353191623413065,1.730516791343689,1.7343037128448486,1.732517123222351,0.47811970114707947,0.8515036967589313,0.5694354176521301,0.5813029408454895,1.1159265041351318,0.5581478476524353,0.0
1,2025-11-15,26,2.778090881216592e-05,3.3115308903506255,3.0097186324977385,1.734854066628585,1.7308001518249512,1.7337121963500977,1.7336384057998657,0.4788893461227417,0.8514944709180448,0.5694354176521301,0.58123779296875,1.1157152652740479,0.5578964352607727,0.0
1,2025-11-15,27,2.4404913533436186e-05,3.3113082149509414,3.0095879686574087,1.7348164077669455,1.730843424797058,1.7351876497268677,1.7323731184005737,0.4776061177253723,0.8515603442775763,0.5694354176521301,0.5771679878234863,1.116860270500183,0.5576779246330261,0.0
1,2025-11-15,28,2.196671593395749e-05,3.311415699353919,3.0097848986105578,1.7348731649923455,1.7316155433654785,1.7360992431640625,1.7328407764434814,0.4772155284881592,0.8515364174997961,0.5694354176521301,0.5729169249534607,1.1179859638214111,0.5574153661727905,0.0
1,2025-11-15,29,2.0493029416855394e-05,3.31055336035549,3.0090410125568074,1.7346587596864138,1.7314672470092773,1.7364320755004883,1.7324271202087402,0.4768672585487366,0.8515362741068517,0.5694354176521301,0.5737484693527222,1.1175668239593506,0.5572111010551453,0.0
1,2025-11-15,30,2e-05,3.3104803886204976,3.0089742522236005,1.734639516505836,1.7306647300720215,1.7341934442520142,1.7327938079833984,0.4783485531806946,0.8515010717166247,0.5694354176521301,0.5772768259048462,1.115840196609497,0.5570447444915771,0.0
2,2025-12-15,1,0.0001995069705831446,5.03594865908678,4.354014721938293,2.0866275954128213,1.7510581016540527,1.75442373752594,1.7578359842300415,0.49346256256103516,0.8468844270156389,0.5630800127983093,0.623974084854126,1.1918970346450806,0.5968773365020752,0.0
2,2025-12-15,2,0.00019803328406604252,3.4468802333441464,3.1189135808746413,1.7660446146331188,1.743762493133545,1.7424529790878296,1.7469779253005981,0.48214465379714966,0.8480730135456257,0.5630800127983093,0.5877823233604431,1.1460647583007812,0.5922777056694031,0.0
2,2025-12-15,3,0.00019559508646656385,3.3973348109143027,3.0785026866947143,1.7545662389020011,1.7508498430252075,1.7439143657684326,1.759935736656189,0.4887463450431824,0.8487681261581983,0.5630800127983093,0.6055464148521423,1.144494652748108,0.5878112316131592,0.0
2,2025-12-15,4,0.00019221909118783407,3.376944278165475,3.0621023341202935,1.7498863774886337,1.7441819906234741,1.7402875423431396,1.7516508102416992,0.4863288998603821,0.8492051065369264,0.5630800127983093,0.5997052788734436,1.136258840560913,0.5835304856300354,0.0
2,2025-12-15,5,0.0001879422863405995,3.364509680334221,3.0526499696799103,1.7471834390469452,1.7423924207687378,1.739497423171997,1.7487519979476929,0.48508408665657043,0.8495196331959318,0.5630800127983093,0.5938019156455994,1.1338142156600952,0.5797218680381775,0.0
2,2025-12-15,6,0.0001828115294937453,3.355158197974974,3.0452806624647186,1.7450732541829637,1.7490745782852173,1.7433663606643677,1.7588557004928589,0.49113762378692627,0.8499288501138221,0.5630800127983093,0.613814115524292,1.1323426961898804,0.5763858556747437,0.0
2,2025-12-15,7,0.0001768830342929655,3.348435953648378,3.039871967766851,1.7435228612687734,1.7417761087417603,1.7394942045211792,1.7484627962112427,0.4865345358848572,0.8500308227454692,0.5630800127983093,0.6007024645805359,1.1298625469207764,0.5737597346305847,0.0
2,2025-12-15,8,0.00017022175457229725,3.3434484501643063,3.036016144599462,1.7424167539941362,1.7433747053146362,1.740342617034912,1.7506022453308105,0.48885390162467957,0.8500163293759917,0.5630800127983093,0.6075649261474609,1.1280497312545776,0.5716052055358887,0.0
2,2025-12-15,9,0.0001629006727063226,3.339599919631868,3.0330908566893213,1.7415771176405945,1.7449241876602173,1.741549015045166,1.752629041671753,0.4898543357849121,0.8501280246607458,0.5630800127983093,0.6063252687454224,1.1298582553863525,0.5692364573478699,0.0
2,2025-12-15,10,0.000155,3.3356681094749074,3.029815593771737,1.7406365484419017,1.743026852607727,1.7407552003860474,1.7499420642852783,0.48818883299827576,0.850209838941107,0.5630800127983093,0.6017081141471863,1.1292073726654053,0.5673093199729919,0.0
2,2025-12-15,11,0.00014660629787682203,3.3331628959293647,3.0280026700066087,1.7401157059249275,1.7409645318984985,1.7400305271148682,1.7463953495025635,0.48755061626434326,0.8503922210294564,0.5630800127983093,0.5985477566719055,1.1290664672851562,0.5657399296760559,0.0
2,2025-12-15,12,0.0001378115294937453,3.32871485808912,3.0243885657409857,1.7390769292187698,1.7390938997268677,1.7380235195159912,1.744931697845459,0.4858801066875458,0.8503800950034355,0.5630800127983093,0.5903667211532593,1.1272082328796387,0.5641213655471802,0.0
2,2025-12-15,13,0.00012871205217359835,3.3265395588770614,3.022608474836078,1.7385650620083444,1.7404438257217407,1.739689588546753,1.746205449104309,0.4879245460033417,0.8504883748387153,0.5630800127983093,0.6021642684936523,1.127786636352539,0.5627289414405823,0.0
2,2025-12-15,14,0.00011940756169408884,3.3235106397271243,3.0201723192992773,1.7378642982981374,1.744120478630066,1.7400622367858887,1.7528603076934814,0.4911397099494934,0.8504828171973751,0.5630800127983093,0.6021321415901184,1.1299216747283936,0.5614919662475586,0.0
2,2025-12-15,15,0.00011000000000000004,3.3223395836375693,3.01926113729065,1.7376021228378635,1.7432571649551392,1.7401906251907349,1.750529170036316,0.4906333088874817,0.8504595814166589,0.5630800127983093,0.6019058227539062,1.127191185951233,0.5603466629981995,0.0
